Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,33.16300,18.27500,-51.43800,5.28800,-46.15000,-46.15000,-46.15000,-46.15000,-51.33900,-51.43800,85.95300,85.95300,-0.54000,-0.54000,16.88630,-11.84470,-11.84470,-11.14250,-11.84470,4.47630,-0.3145,-0.317
2023-06-30,32.18200,17.07200,-49.25400,3.39100,-45.86300,-45.86300,-45.86300,-45.86300,-49.16200,-49.25400,74.96500,74.96500,-0.61000,-0.61000,18.34950,-10.76460,-10.76460,-10.17470,-10.76460,4.89880,-0.5517,-0.5517
2023-03-31,27.82800,18.02700,-45.85500,3.46200,-42.39300,-42.39300,-42.39300,-42.39300,-45.76600,-45.85500,71.97300,71.97300,-0.59000,-0.59000,14.11010,-14.11150,-14.11150,-13.10190,-14.11150,4.08320,-0.36100,-0.36100
2022-12-31,26.02000,16.72300,-42.74300,2.63400,-40.10900,-40.10900,-40.10900,-40.10900,-42.56300,-42.74300,65.46700,65.46700,-0.56000,-0.56000,20.93740,-12.07960,-12.07960,-11.49050,-12.07960,4.52010,-0.6282,-0.6283
2022-09-30,22.03500,17.66400,-39.69900,1.90400,-37.79500,-37.79500,-37.79500,-37.79500,-39.53400,-39.69900,71.00900,71.00900,-0.53000,-0.53000,20.82610,-10.40970,-10.40970,-9.89760,-10.40970,4.93900,-0.205,-0.2053
2022-06-30,22.56000,14.15900,-36.71900,0.18900,-36.53000,-36.53000,-36.53000,-36.53000,-36.58600,-36.71900,60.76100,60.76100,-0.60000,-0.60000,31.44800,-9.35150,-9.35150,-9.04100,-9.35150,5.31750,-0.4758,-0.4758
2022-03-31,15.00300,12.74500,-27.74800,0.00100,-27.74700,-27.74700,-27.74700,-27.74700,-27.69500,-27.74800,58.38200,58.38200,-0.48000,-0.48000,32.70160,-10.68820,-10.68820,-10.36190,-10.68820,4.19310,-0.36930,-0.36930
2021-12-31,11.18900,10.78800,-21.97700,0.03700,-21.94000,-21.94000,-21.94000,-21.94100,-21.92600,-21.97700,36.96100,36.96100,3.33000,3.33000,33.42590,-7.80370,-7.80370,-7.57020,-7.80370,4.53820,-0.6982,-0.6982
2021-09-30,9.84900,9.39200,-19.24100,0.00100,-19.24000,-19.24000,-19.24000,-19.24000,-19.19100,-19.24100,57.51400,57.51400,-0.33000,-0.33000,50.16720,-6.46350,-6.46350,-6.33350,-6.46350,4.80670,0.4065,0.4065
2021-06-30,9.91400,5.52500,-15.43900,-0.03400,-15.47300,-15.47300,-15.47300,-114.27600,-15.39000,-15.43900,22.66200,22.66200,-5.04000,-5.04000,67.78740,-4.96310,-4.96310,-4.88820,-4.96310,5.03420,0.6321,0.6321
2021-03-31,12.63200,3.45400,-16.08600,-0.01500,-16.10100,-16.10100,-16.10100,-15.18200,-16.03700,-16.08600,5.89200,5.89200,-2.58000,-2.58000,51.77920,23.38600,23.38600,-10.00810,23.38600,-11.40640,-1.65360,-1.65360
2020-12-31,4.16500,1.97800,-6.14300,-29.45700,-35.60000,-35.60000,-35.60000,-34.38800,-6.09400,-6.14300,5.53000,5.53000,-6.22000,-6.22000,22.58070,65.67660,65.67660,-77.96590,65.67660,-8.98030,-1.0913,-1.0914
2020-09-30,2.53700,1.02400,-3.56100,-0.28100,-3.84200,-3.84200,-3.84200,-2.82400,-3.51500,-3.56100,5.60200,5.60200,-0.50000,-0.50000,,,,,,,-0.6197,-0.6193
2020-06-30,1.43700,0.87200,-2.30900,-0.10000,-2.40900,-2.40900,-2.40900,-1.76000,-2.26300,-2.30900,5.45600,5.45600,-0.32000,-0.32000,,,,,,,-0.3356,-0.336
2020-03-31,0.96100,0.80800,-1.76900,-0.22300,-1.99200,-1.99200,-1.99200,-1.53500,-1.75500,-1.76900,5.31100,5.31100,-0.29000,-0.29000,,,,,,,-0.39260,-0.40920
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
