Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,14.42900,3.75100,-18.18000,1.47300,-16.70700,-16.70700,-16.70700,-16.70700,-18.83300,-18.18000,25.64540,25.64540,-0.65000,-0.65000,8.51870,-12.02210,-12.02210,-10.86220,-12.02210,4.67260,-0.1598,-0.1598
2023-06-30,13.53800,3.06300,-16.60100,0.79700,-15.80400,-15.80400,-15.80400,-15.80400,-17.06200,-16.60100,19.49750,19.49750,-0.81000,-0.81000,8.79900,-18.00740,-18.00740,-15.97560,-18.00740,4.00240,-0.6543,-0.6543
2023-03-31,11.98500,4.05400,-16.03900,0.71600,-15.32300,-15.32300,-15.32300,-15.32300,-16.47400,-16.03900,19.38570,19.38570,-0.79000,-0.79000,10.54350,-18.56950,-18.56950,-16.82290,-18.56950,4.24780,-0.59820,-0.59820
2022-12-31,8.75200,3.72400,-12.47600,0.63400,-11.84200,-11.84200,-11.84200,-11.84200,-12.85100,-12.47600,15.34010,15.34010,1.31000,1.31000,13.72410,-12.41660,-12.41660,-11.54640,-12.41660,4.91530,-0.8465,-0.8465
2022-09-30,8.42800,3.34200,-11.77000,0.43100,-11.33900,-11.33900,-11.33900,-11.33900,-12.01500,-11.77000,19.34720,19.34720,-0.59000,-0.59000,24.20940,-10.74040,-10.74040,-10.30740,-10.74040,5.44110,-0.4865,-0.4865
2022-06-30,6.69800,3.63500,-10.33300,0.21300,-10.12000,-10.12000,-10.12000,-10.12000,-10.40600,-10.33300,19.25810,19.25810,-0.53000,-0.53000,28.16990,-8.73450,-8.73450,-8.43220,-8.73450,5.97140,1.2713,1.2713
2022-03-31,5.63300,2.05000,-7.68300,0.02800,-7.65500,-7.65500,-7.65500,-9.47500,-7.68200,-7.68300,3.18070,3.18070,-2.98000,-2.98000,23.54690,-6.63290,-6.63290,-6.35250,-6.63290,6.16740,-2.11960,-2.11960
2021-12-31,5.81200,1.78200,-7.59400,0.04900,-7.54500,-7.54500,-7.54500,-7.54500,-7.57100,-7.59400,2.63820,2.63820,-3.60000,-3.60000,17.70430,15.91400,-12.18740,-11.55150,-12.18740,22.67690,-3.4181,-3.4181
2021-09-30,5.34500,1.58700,-6.93200,-0.01100,-6.94300,-6.94300,-6.94300,-8.86800,-6.91300,-6.93200,2.64390,2.64390,-3.35000,-3.35000,,,,,,,-1.7646,-1.7646
2021-06-30,4.10000,0.89800,-4.99800,-0.00900,-5.00700,-5.00700,-5.00700,-6.91100,-4.99800,-4.99800,2.63400,2.63400,-2.62000,-2.62000,,,,,,,-1.9929,-1.9929
2021-03-31,1.64900,0.40100,-2.05000,0.00200,-2.04800,-2.04800,-2.04800,-2.80900,-2.05000,-2.05000,2.62070,2.62070,-1.07000,-1.07000,,,,,,,-0.58880,-0.58880
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
