Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,3.48390,2.26990,1.21410,1.36840,4.33580,,7.20410,-5.99010,-2.03000,-8.02010,-8.02010,-8.02010,-8.02010,-3.20180,-5.99010,5.55420,5.55420,-1.40000,-1.40000,1.35770,0.05590,0.14690,34.84780,-171.93540,-171.93540,-230.20330,-230.20330,0.07570,0.37430,1.72900,52.05440,-23.98570,-318.88070,-17.41600,-22.64530,5.67310,-0.1797,-0.1931
2023-06-30,3.27820,2.24670,1.03150,1.36950,4.45460,-0.07930,5.90340,-4.87180,-0.41870,-5.29060,-5.29060,-5.29060,-5.29060,-3.69000,-4.87180,4.81090,4.81090,-1.00000,-1.00000,2.18240,0.03090,0.08160,31.46640,-148.61270,-148.61270,-161.38620,-161.38620,0.06340,0.34460,1.55870,57.73900,-12.84720,-66.70040,-10.23070,-12.44990,7.52220,-0.4653,-0.4968
2023-03-31,4.05710,2.07840,1.97860,1.58230,4.55740,,6.13980,-4.16110,-0.43840,-4.59950,-4.59950,-4.59950,-4.59950,-2.99090,-4.16110,4.48250,4.48250,-1.00000,-1.00000,2.55390,0.04070,0.07530,48.77000,-102.56440,-102.56440,-113.37000,-113.37000,0.07770,0.31570,1.39390,64.56510,-10.90830,-56.57500,-8.81340,-10.46400,9.29050,-0.94470,-1.00140
2022-12-31,4.47390,2.25390,2.22000,1.92800,4.86310,,48.47900,-46.25900,-0.46140,-46.72040,-46.72040,-46.72040,-46.72040,-3.47320,-46.25900,4.16850,4.16850,-11.00000,-10.80000,2.68630,0.05070,0.07040,49.62130,-1033.98400,-1033.98400,-1044.29700,-1044.29700,0.08260,0.33710,2.02160,44.51940,-108.08780,-547.24290,-86.22400,-102.60810,9.77190,-2.1537,-2.3177
2022-09-30,5.49070,3.40760,2.08310,1.81850,5.41190,,7.23040,-5.14730,6.81230,1.66500,1.66500,1.66500,1.66500,-4.10430,-5.14730,4.29830,5.68120,0.40000,0.20000,2.77090,0.00710,0.01150,37.93940,-93.74610,-93.74610,30.32310,30.32310,0.05760,0.55700,1.72770,52.09190,1.88600,14.87440,1.74630,1.87260,20.19060,0.1779,0.1839
2022-06-30,5.28790,2.73780,2.55010,2.18230,5.75640,,7.93870,-5.38860,-0.21320,-5.60170,-5.60170,-5.60170,-5.60170,-4.42040,-5.38860,4.08300,4.08300,-1.40000,-1.40000,1.53340,0.00720,0.01450,48.22540,-101.90450,-101.90450,-105.93550,-105.93550,0.05010,0.48470,1.40510,64.05320,-6.70060,-95.69680,-5.30810,-6.65250,20.28000,-1.1769,-1.293
2022-03-31,3.84200,2.47710,1.36490,2.18490,6.66190,,8.84680,-7.48190,-0.11460,-7.59660,-7.59660,-7.59660,-7.59660,-6.60600,-7.48190,3.89620,3.89620,-2.00000,-2.00000,1.19240,0.01010,0.01590,35.52580,-194.74190,-194.74190,-197.72550,-197.72550,0.03830,0.46660,1.23740,72.73340,-9.69340,-3630.22400,-7.57370,-9.59510,19.21530,-1.67100,-1.81640
2021-12-31,4.10030,2.69670,1.40360,2.16600,5.59170,,20.11550,-18.71200,-0.01710,-18.72910,-18.72910,-18.72910,-18.72910,-5.63690,-18.71200,3.50280,3.50280,-5.20000,-5.20000,1.34090,0.01040,0.01650,34.23240,-456.35700,-456.35690,-456.77460,-456.77460,0.03920,0.66770,1.41930,63.41000,-24.45790,1009.19100,-17.89120,-24.20250,20.33510,-1.7808,-2.0605
2021-09-30,2.02170,1.22690,0.79480,0.77700,3.81730,,4.59430,-3.79950,0.02860,-3.77090,-3.77090,-3.77090,-3.77090,-3.46970,-3.79950,3.75720,3.75720,-1.00000,-1.00000,5.14360,,,39.31310,-187.93690,-187.93690,-186.52070,-186.52070,0.01860,0.70610,3.00730,29.92700,-4.00400,-16.18770,-3.47120,-4.00400,25.01800,-0.7512,-0.8446
2021-06-30,1.93740,0.95920,0.97810,0.90700,4.89160,,5.79860,-4.82050,0.14230,-4.67820,-4.67820,-4.67820,-4.67820,-4.50070,-4.82050,3.41690,3.41690,-1.40000,-1.40000,5.16020,,,50.48790,-248.81670,-248.81670,-241.47100,-241.47100,0.01690,0.93040,2.37800,37.84730,-4.92970,-19.40020,-4.08420,-4.92970,25.41830,-0.6578,-0.7333
2021-03-31,1.70160,0.62190,1.07970,0.23280,3.80770,,4.04050,-2.96080,0.03030,-2.93050,-2.93050,-2.93050,-2.93050,-2.82570,-2.96080,3.06470,3.06470,-1.00000,-1.00000,2.89520,0.00010,0.00280,63.45160,-174.00170,-174.00170,-172.22280,-172.22280,0.03180,0.69500,4.47290,20.12100,-7.60570,-22.99050,-5.47800,-7.60480,12.32970,-0.36830,-0.46250
2020-12-31,0.12750,0.09150,0.03600,,2.70150,,2.73090,-2.69490,-0.00030,-2.69520,-2.69520,-2.69520,-2.69520,-2.64960,-2.69490,2.03440,2.03440,0.00000,0.00000,11.36290,0.00070,0.00410,28.24490,-2114.44900,-2114.45000,-2114.66500,-2114.66600,0.00440,0.67420,,,-10.22660,-11.81790,-9.38230,-10.21970,8.98930,-0.5881,-0.6508
2020-09-30,0.75030,0.43070,0.31960,0.00000,0.89740,,0.89740,-0.57770,-0.00090,-0.57860,-0.57860,-0.57860,-0.57860,-0.53380,-0.57770,2.76900,2.76900,-0.20000,-0.20000,57.13830,,0.00380,42.60050,-76.99820,-76.99820,-77.11410,-77.11410,0.02630,2.71910,,,-2.05600,-2.34930,-2.02450,-2.05600,9.72440,-0.0929,-0.1145
2020-06-30,0.01630,0.01500,0.00130,0.00000,1.25670,,1.25670,-1.25540,,-1.25540,-1.25540,-1.25540,-10.32630,-1.21320,-1.25540,1.65960,1.65960,-6.20000,-6.20000,12.14080,,0.00670,7.93260,-7689.85000,-7689.85000,-7689.85000,-63254.21000,0.00100,0.03250,,,-7.83880,-10.07310,-7.32840,-7.83880,6.53940,0.0329,0.0321
2020-03-31,0.39130,0.17450,0.21680,0.00000,0.62010,,0.62010,-0.40330,,-0.40330,-0.40330,-0.40330,-0.44370,-0.36110,-0.40330,0.78000,0.78000,-0.60000,-0.60000,1.69550,,,55.40710,-103.06510,-103.06510,-103.06510,-113.40160,0.09190,1.50350,7.81970,11.50950,-10.38150,-137.06780,-9.47620,-10.38150,4.97700,-0.46110,-0.46400
2019-12-31,0.18890,0.11620,0.07270,,0.68870,,0.72760,-0.65490,0.00000,-0.65490,-0.65490,-0.65490,-0.73580,-0.61200,-0.65490,0.73570,0.73570,-1.00000,-1.00000,2.16370,,,38.49770,-346.70020,-346.70010,-346.70030,-389.52300,0.03940,0.52530,2.86930,31.36700,-15.32400,-101.52360,-13.65630,-15.32390,5.54150,-0.9936,-0.9507
2019-09-30,0.04160,0.03270,0.00890,,0.57190,,0.57200,-0.56300,,-0.56300,-0.56300,-0.56300,-0.60390,-0.52060,-0.56300,0.75870,0.75870,-0.80000,-0.80000,2.62220,,,21.35720,-1352.93600,-1352.93600,-1352.93600,-1451.19000,0.00750,0.22090,4.60150,19.55880,-11.42880,-51.34010,-10.13420,-11.42880,6.49330,-0.1979,-0.2279
2019-06-30,0.02020,0.01920,0.00100,,0.74020,,0.74020,-0.73930,0.00000,-0.73930,-0.73930,-0.73930,-0.77970,-0.69810,-0.73930,0.74920,0.74920,-1.00000,-1.00000,6.56990,,,4.83740,-3664.07100,-3664.07100,-3664.26400,-3864.72000,0.00350,0.15300,,,-13.54430,-46.48570,-12.89390,-13.54430,7.19440,-0.6482,-0.6943
2019-03-31,0.04600,0.03390,0.01200,,0.57700,,0.57710,-0.56500,-0.00050,-0.56550,-0.56550,-0.56550,-0.56550,-0.51990,-0.56500,0.66270,0.66270,-0.80000,-0.80000,7.12280,,0.00150,26.18880,-1228.45400,-1228.45400,-1229.45900,-1229.45900,0.00730,0.25310,4.00180,22.48970,-9.48260,-27.49080,-8.98270,-9.48260,8.25410,-0.63170,-0.63170
2018-12-31,0.03700,0.01630,0.02070,,0.49500,,0.49500,-0.47430,-0.00010,-0.47440,-0.47440,-0.47440,-0.47440,-0.43320,-0.47430,0.40880,0.40880,-1.40000,-1.40000,9.42600,,0.00630,55.97300,-1282.77800,-1282.77900,-1282.98300,-1282.98300,0.00540,0.10890,,,-7.28950,-18.53320,-6.96790,-7.28950,10.37170,-0.4347,-0.4347
2018-09-30,0.01710,0.00340,0.01370,0.00000,0.72720,,0.72720,-0.71350,0.02390,-0.68960,-0.68960,-0.68960,-0.68960,-0.69750,-0.71350,0.52230,0.52230,-1.40000,-1.40000,2.01160,,0.01240,79.98250,-4165.06100,-4165.06100,-4025.64500,-4025.64500,0.00290,0.02500,1.18460,75.97200,-13.81110,-68.31710,-11.57540,-13.81110,9.07660,-0.563,-0.563
2018-06-30,0.02450,0.01820,0.00630,,0.68800,,0.68800,-0.68170,-0.03050,-0.71220,-0.71220,-0.71220,-0.71220,-0.67750,-0.68170,0.50220,0.50220,-1.40000,-1.40000,5.53730,,0.02730,25.87190,-2780.39300,-2780.39300,-2904.96400,-2904.96400,0.00620,0.13740,3.85370,23.35440,-20.84070,-20.84060,-18.14110,-20.84060,6.72450,-0.2223,-0.2223
2018-03-31,0.02920,0.02380,0.00540,,0.19650,,0.19650,-0.19110,-0.01230,-0.20350,-0.20350,-0.20350,-0.20350,-0.18700,-0.19110,0.24600,0.24600,-0.80000,-0.80000,4.38410,,0.03120,18.47490,-654.81820,-654.81820,-697.12240,-697.12240,0.00600,0.16600,,,-5.05950,-5.05950,-4.17650,-5.05950,8.18160,-3.12980,-3.12980
2017-12-31,0.01040,0.03780,-0.02740,,0.35160,,0.34050,-0.36780,-0.03200,-0.39990,-0.39990,-0.39990,-0.39990,-0.36330,-0.36780,0.21000,0.21000,-2.00000,-2.00000,0.10040,,-0.77950,-262.99640,-3528.13200,-3528.13300,-3835.22900,-3835.22900,0.03350,0.23860,,,24.14390,24.14390,-128.46400,24.14390,-7.88650,0.0809,0.081
2017-09-30,0.02320,0.00620,0.01700,0.00140,0.08100,,0.08230,-0.06530,-0.02600,-0.09130,-0.09130,-0.09130,-0.09130,-0.06080,-0.06530,0.21000,0.21000,-0.40000,-0.40000,0.08260,,-0.41720,73.39560,-281.38090,-281.38090,-393.22940,-393.22940,0.01130,,0.09030,996.79900,0.81590,0.82710,-4.42570,0.82710,-534.76230,-0.4757,-0.4757
2017-06-30,0.04720,0.03690,0.01030,0.00160,0.10000,-0.00640,0.10790,-0.09760,-0.03580,-0.13350,-0.13350,-0.13350,-0.13350,-0.08600,-0.09760,0.21000,0.21000,-0.60000,-0.60000,0.12750,,-0.46970,21.79820,-206.86980,-206.86980,-282.83180,-282.83180,0.01990,0.51270,0.17980,500.60690,1.34050,1.36110,-5.63950,1.36110,-475.05390,-0.3683,-0.3683
